Calendar Year,Property ID,Property Adress,Property ZIP Code,Year Built,ENERGY STAR Score,Site EUI (kBtu/ft²),Site Energy Use (kBtu),Indoor Water Use (All Water Sources) (kgal),Borough,Latitude,Longitude,Community Board,Borough_CommBoard
2022,9793770,1870 Pelham Parkway South,10461,1960,61,58.5,3096670.2,5965,BRONX,40.855488,-73.830726,210,BRONX_210
2022,14377690,1680 Ocean Ave,11230,1935,61,86.3,5902717.6,2649,BROOKLYN,40.62104,-73.955909,314,BROOKLYN_314
2022,15176247,88-24 Merrick Blvd,11432,1937,16,126,10402318.2,10579.5,QUEENS,40.708541,-73.795755,412,QUEENS_412
2022,15176327,90-11 149 str,11435,1933,71,79.9,10866274.5,14955.8,QUEENS,40.70322,-73.806129,412,QUEENS_412
2022,15176328,148-25 89 Ave,11435,1942,37,102.8,13080412.8,8928,QUEENS,40.704243,-73.807266,412,QUEENS_412
2022,15176329,166-05 89 Ave,11432,1940,32,107.4,6036866.7,,QUEENS,40.708145,-73.795204,412,QUEENS_412
2022,15288692,403 Hewes Street,11211,1917,40,98.1,2530156.2,2860.1,BROOKLYN,40.708731,-73.951162,301,BROOKLYN_301
2022,15288693,409 Hewes Street,11211,1915,51,108.2,3004443.9,2783.2,BROOKLYN,40.708901,-73.951036,301,BROOKLYN_301
2022,15304524,1882 Grand Concourse,10457,1914,18,112,4621563.1,,BRONX,40.848866,-73.906489,205,BRONX_205
2022,15305200,990 Aldus Street,10459,1923,36,102.5,4611584.6,5647.8,BRONX,40.823193,-73.889279,202,BRONX_202
2022,15306290,996 Aldus Street,10459,1923,46,95.4,4392683.1,,BRONX,40.823204,-73.889081,202,BRONX_202
2022,15310834,1025 Aldus Street,10459,1924,44,107.3,4914506.4,6007.2,BRONX,40.82328,-73.887899,202,BRONX_202
2022,15313508,1032 Aldus Street,10459,1927,27,124.3,4274914.5,3162.8,BRONX,40.823282,-73.887462,202,BRONX_202
2022,15315394,1010 Bryant Avenue,10459,1922,53,105.1,4838630.1,7453.2,BRONX,40.823607,-73.88857,202,BRONX_202
2022,15316565,1016 Bryant Avenue,10459,1922,47,110.2,4014844.2,3851.7,BRONX,40.823766,-73.888581,202,BRONX_202
2022,15318022,57-67 West 175 Street,10453,1927,87,60.9,3773339.8,,BRONX,40.848115,-73.915201,205,BRONX_205
2022,15319786,1664 Macombs Road,10453,1927,92,61.4,4970154.3,6547,BRONX,40.84771,-73.916202,205,BRONX_205
2022,15321027,1674 MAcombs Road,10453,1926,61,81.2,5848473.1,5877.4,BRONX,40.84794,-73.916188,205,BRONX_205
2022,15322073,1325 Grand Concourse,10452,1924,48,102.3,5627650.7,5830.3,BRONX,40.837161,-73.915124,204,BRONX_204
2022,15323042,115 Marcy Place,10452,1924,25,132.6,4406532.5,6554.3,BRONX,40.838046,-73.916139,204,BRONX_204
2022,15324703,133 Clarke Place East,10452,1927,29,119.8,5347625.1,8659.4,BRONX,40.837418,-73.916512,204,BRONX_204
2022,15329330,1215 Union Ave,10456,1912,23,118.1,3139296.9,2647.4,BRONX,40.829167,-73.899199,203,BRONX_203
2022,15330689,135 Hamilton Place,10031,1920,81,67.6,2777939.1,,MANHATTAN,40.823993,-73.949065,109,MANHATTAN_109
2022,15333817,596 Riverside Drive,10031,1920,7,135.4,7286949.1,7298,MANHATTAN,40.822171,-73.956242,109,MANHATTAN_109
2022,15746281,367 S 2nd St,11211,1920,12,118.7,3324918.4,3353.1,BROOKLYN,40.709912,-73.952867,301,BROOKLYN_301
2022,15746284,2070 Adam Clayton Powell Jr. Blvd,10027,1910,63,82,12029260.7,12261.3,MANHATTAN,40.807961,-73.949077,110,MANHATTAN_110
2022,15746285,225 West 123rd St,10027,2012,1,153.1,15149655,,MANHATTAN,40.808079,-73.950237,110,MANHATTAN_110
2022,16852162,2442 Ocean Avenue,11229,2020,60,45.8,4359829,,BROOKLYN,40.602281,-73.951968,315,BROOKLYN_315
2022,16861300,40-05 59 St,11377,1931,34,87.1,4073070.7,6768.8,QUEENS,40.745222,-73.905634,402,QUEENS_402
2022,16861477,188-192 6 Avenue,10013,1900,52,112.2,3806715.7,,MANHATTAN,40.726355,-74.003676,102,MANHATTAN_102
2022,16861479,188 6 Avenue,10013,1900,100,19.1,216282.6,,MANHATTAN,40.726355,-74.003676,102,MANHATTAN_102
2022,16861481,190 6 Ave,10013,1900,99,31.4,354949.1,,MANHATTAN,40.726415,-74.003651,102,MANHATTAN_102
2022,17370443,2812 Kings Highway,11222,1950,97,26.1,990691.8,1057.6,BROOKLYN,40.614918,-73.946368,315,BROOKLYN_315
2022,17402809,32-65 107 Street,11369,2020,94,48.8,1407229,,QUEENS,40.758611,-73.862044,403,QUEENS_403
2022,17831243,60 Monitor Street,11222,2007,86,57,1700658.4,1353.7,BROOKLYN,40.721092,-73.941853,301,BROOKLYN_301
2022,18100729,144-38 35 Avenue,11354,2016,90,40.3,1387996.6,,QUEENS,40.765937,-73.822719,407,QUEENS_407
2022,18104646,802 Avenue U,11223,2006,100,34.7,1423469.8,1056.2,BROOKLYN,40.59811,-73.962878,315,BROOKLYN_315
2022,18723566,415 East 204th Street,10467,1935,74,76.2,3867294,2941.3,BRONX,40.870796,-73.876512,207,BRONX_207
2022,18819517,2503 Ocean Avenue,11229,2000,86,64.6,1933837.4,,BROOKLYN,40.60051,-73.951609,315,BROOKLYN_315
2022,19035339,39-82 65 Place,11377,1927,20,111.1,3479580.2,2601,QUEENS,40.743893,-73.898967,402,QUEENS_402
2022,19056603,5213-5221 Flatlands Ave,11234,2006,82,45.6,1328575.4,,BROOKLYN,40.627538,-73.925622,318,BROOKLYN_318
2022,19478663,106 West 117 St,10026,2003,83,39.7,3831363.4,1739,MANHATTAN,40.802845,-73.949554,110,MANHATTAN_110
2022,19506486,602 West 139th St,10031,1920,44,113.7,3588245.2,3336.1,MANHATTAN,40.822815,-73.953647,109,MANHATTAN_109
2022,19506487,884 Riverside Drive,10032,1920,100,13.3,1012070.3,5548,MANHATTAN,40.837331,-73.946569,112,MANHATTAN_112
2022,19506490,575 West 159th St,10032,1907,23,97.6,4351956.7,4294,MANHATTAN,40.835079,-73.943394,112,MANHATTAN_112
2022,19506631,3456 Broadway,10031,1925,7,108.9,3487471.6,3673.2,MANHATTAN,40.823698,-73.9521,109,MANHATTAN_109
2022,19506634,500 West 140th St,10031,1916,12,116.3,6839190.7,,MANHATTAN,40.822152,-73.950136,109,MANHATTAN_109
2022,19508993,461 W 159 St,10032,1912,15,129.4,5493148.9,3502.5,MANHATTAN,40.833661,-73.940034,112,MANHATTAN_112
2022,19509004,3750 Broadway,10032,1906,17,110.1,5194223.1,5149.3,MANHATTAN,40.833277,-73.945441,112,MANHATTAN_112
2022,19509014,559 W 156 st,10032,1909,9,132.2,6228865.2,,MANHATTAN,40.833161,-73.94466,112,MANHATTAN_112
2022,19509182,605 West 141 St,10031,1910,85,67.1,2124688.9,7454,MANHATTAN,40.824082,-73.952747,109,MANHATTAN_109
2022,19509191,2363 ACP Boulevard,10030,1920,25,123.3,4688116.2,,MANHATTAN,40.817339,-73.942206,110,MANHATTAN_110
2022,19509212,3427 Broadway,10031,1907,5,145.1,5048974.2,4022.1,MANHATTAN,40.822927,-73.953022,109,MANHATTAN_109
2022,19509217,580 St. Nicholas Ave,10030,1914,100,29.3,1757990.9,,MANHATTAN,40.820039,-73.94664,110,MANHATTAN_110
2022,19509220,3660 Broadway,10031,1926,28,104.6,7436014.7,500.8,MANHATTAN,40.83036,-73.947568,109,MANHATTAN_109
2022,19509223,605 West 151 St,10031,1920,100,18.3,567931.8,2780.1,MANHATTAN,40.830396,-73.948077,109,MANHATTAN_109
2022,19833666,300 west 12th street,10014,1920,82,95.1,3316164.5,1509.5,MANHATTAN,40.737539,-74.0045,102,MANHATTAN_102
2022,19833688,82 Washington place,10011,1900,98,57.6,1560140.9,983.7,MANHATTAN,40.732014,-73.999913,102,MANHATTAN_102
2022,19906967,1730 Ocean Ave,11230,1920,97,25.3,704069.2,,BROOKLYN,40.619805,-73.955283,314,BROOKLYN_314
2022,19929037,2278 Bronx Park East,10467,1925,88,59.5,1623716.4,1297,BRONX,40.8595,-73.8708,211,BRONX_211
2022,20239628,3440 Broadway,10031,1906,22,112.7,5379616.3,3140.4,MANHATTAN,40.823231,-73.952433,109,MANHATTAN_109
2022,20314577,1631 Grand Ave,10453,1929,80,72.3,3383265.9,,BRONX,40.846743,-73.915557,205,BRONX_205
2022,20314579,226 W Tremont Ave,10453,1932,96,52.3,2825168.8,,BRONX,40.852685,-73.917891,205,BRONX_205
2022,20314580,1786 Topping Ave,10457,1920,43,108.9,4137773.1,,BRONX,40.846214,-73.905618,205,BRONX_205
2022,20314586,247 East 28th Street,10016,1978,55,76.1,8266373.5,4827.2,MANHATTAN,40.741273,-73.979185,106,MANHATTAN_106
2022,20646919,2265 Gerritsen Ave,11229,1962,37,102.6,11067305.1,4947.6,BROOKLYN,40.600603,-73.933754,315,BROOKLYN_315
2022,20646922,83-37 St. James Avenue,11373,1957,71,78.9,9147176.8,7296.9,QUEENS,40.739359,-73.879571,404,QUEENS_404
2022,20763384,2245 Barker Ave,10467,1959,84,73.6,4247378.8,2785.1,BRONX,40.858516,-73.86954,211,BRONX_211
2022,20763386,2255 Barker Avenue,10467,1964,73,85.5,2789405.2,1937.9,BRONX,40.859246,-73.869517,211,BRONX_211
2022,20774282,637 E 176 St,10457,2020,100,17.5,570332.9,,BRONX,40.844576,-73.893747,206,BRONX_206
2022,20805110,1543 East 19th Street,11230,2011,99,22.5,1523545.1,,BROOKLYN,40.612374,-73.955083,314,BROOKLYN_314
2022,20805143,145 Henry Street,11201,1922,100,35.1,1417033.2,967.2,BROOKLYN,40.696398,-73.99352,302,BROOKLYN_302
2022,20805151,227 East 59th St,10022,1930,91,59.9,1521485.6,521.8,MANHATTAN,40.761238,-73.965815,108,MANHATTAN_108
2022,21028407,70 Ross Street,11249,1975,6,104.9,78503032.9,61749.7,BROOKLYN,40.703543,-73.96376,301,BROOKLYN_301
2022,21028408,70 Ross Street,11249,1975,13,93.5,8746921.9,,BROOKLYN,40.703543,-73.96376,301,BROOKLYN_301
2022,21028409,94 Ross Street,11249,1975,6,110.8,10368672.7,,BROOKLYN,40.703979,-73.963097,301,BROOKLYN_301
2022,21028410,104 Ross Street,11249,1975,3,111.5,10429998.7,,BROOKLYN,40.704443,-73.962386,301,BROOKLYN_301
2022,21028411,74 Ross Street,11249,1975,7,104.8,9803626.7,,BROOKLYN,40.703718,-73.96349,301,BROOKLYN_301
2022,21028412,80 Ross Street,11249,1975,1,141.2,13209842.6,,BROOKLYN,40.704108,-73.962898,301,BROOKLYN_301
2022,21028413,84 Ross Street,11249,1975,92,72.8,6806499.8,,BROOKLYN,40.703979,-73.963097,301,BROOKLYN_301
2022,21028414,90 Ross Street,11249,1975,4,114,10662899.6,,BROOKLYN,40.704108,-73.962898,301,BROOKLYN_301
2022,21028415,100 Ross Street,11249,1975,16,90.6,8474570.9,,BROOKLYN,40.703979,-73.963097,301,BROOKLYN_301
2022,21099380,200-210 East 165 Street (204),10456,1926,44,75.8,1882232.9,,BRONX,40.830277,-73.918826,204,BRONX_204
2022,21099384,212-222 East 165 Street (218),10456,1926,78,45.9,1387778.6,,BRONX,40.830154,-73.918508,204,BRONX_204
2022,21099392,200-222 East 165 Street,10456,1926,1,153.9,8475932.8,,BRONX,40.830277,-73.918826,204,BRONX_204
2022,21099428,43-46 51st St,11377,2019,92,39.8,3187894.9,1253,QUEENS,40.743488,-73.913894,402,QUEENS_402
2022,21144866,1455 Grand Concourse,10452,1923,13,128.5,37509936.7,21950.3,BRONX,40.840272,-73.912941,204,BRONX_204
2022,21694897,83-85 Barrow Street,10014,1925,79,94.7,3809071.8,,MANHATTAN,40.731622,-74.006192,102,MANHATTAN_102
2022,21694898,63 Morton Street,10014,1925,17,110.5,4442240.7,,MANHATTAN,40.730894,-74.006166,102,MANHATTAN_102
2022,21694900,67 Morton Street,10014,1925,100,21,844118.9,,MANHATTAN,40.730924,-74.006441,102,MANHATTAN_102
2022,21956509,2345 60th Street,11204,1935,100,24.8,628906.5,,BROOKLYN,40.614494,-73.974766,312,BROOKLYN_312
2022,21988370,647 West 174 Street,10033,1924,53,106.3,3178897.1,2959.6,MANHATTAN,40.845627,-73.939134,112,MANHATTAN_112
2022,22740779,57 Herkimer Street,11216,1920,96,74,2446012.9,,BROOKLYN,40.679741,-73.951371,303,BROOKLYN_303
2022,23780194,2911 86 Street,11223,1963,51,90.9,6998521.7,6242.5,BROOKLYN,40.590985,-73.975685,315,BROOKLYN_315
2022,23780621,818 Lexington Ave,11221,2012,92,33.7,907926.4,937.8,BROOKLYN,40.690504,-73.92632,303,BROOKLYN_303
2022,23810130,186 East 205 Street,10458,1910,98,55.8,2374824.7,,BRONX,40.875017,-73.884601,207,BRONX_207
2022,24125272,144-69 Barclay Ave,11355,2014,99,42.8,1072840,,QUEENS,40.760291,-73.818955,407,QUEENS_407
2022,24214989,147-25 Northern Blvd,11354,1960,47,96.7,13536765.1,11231.3,QUEENS,40.765183,-73.819089,407,QUEENS_407
2022,24215128,46-01 67 Street,11377,1973,88,40.9,2556330.5,,QUEENS,40.739553,-73.897653,402,QUEENS_402
2022,24215133,112-22 37 Ave,11368,1972,94,41.9,1701748.5,3823.3,QUEENS,40.754483,-73.855479,403,QUEENS_403
2022,24754337,2021 Amsterdam Avenue,10032,1923,2,141,9335797.8,10000.5,MANHATTAN,40.834902,-73.940532,112,MANHATTAN_112
2022,24774623,1964 Grand Concourse,10457,1923,61,89.3,2856584.4,3381.8,BRONX,40.850729,-73.904961,205,BRONX_205
2022,24774626,195 Bowery St,10002,1900,35,84.4,3729298.7,619,MANHATTAN,40.721041,-73.993744,103,MANHATTAN_103
2022,24774627,200 East 11 Street,10003,1986,1,158.8,10678403.8,6791.6,MANHATTAN,40.731215,-73.988382,103,MANHATTAN_103
2022,24774629,517 West 29th Street,10001,2020,85,45.7,2258586.8,,MANHATTAN,40.751873,-74.002422,104,MANHATTAN_104
2022,24774632,237 Madison Avenue,10016,1925,100,37.4,2653613.7,,MANHATTAN,40.749878,-73.981406,106,MANHATTAN_106
2022,24774634,350 East 52nd Street,10022,1962,65,72.3,10318473.8,5709.9,MANHATTAN,40.755611,-73.966392,106,MANHATTAN_106
2022,24774635,809 Madison Ave,10065,1925,22,102.8,4254912.6,2822.5,MANHATTAN,40.769077,-73.9674,108,MANHATTAN_108
2022,24774636,350 West 110th Street,10025,1906,81,75.5,2384983.8,,MANHATTAN,40.801246,-73.959868,107,MANHATTAN_107
2022,24774638,779 Riverside Drive,10032,1927,100,13.8,1644417.9,3802.3,MANHATTAN,40.834738,-73.947564,112,MANHATTAN_112
2022,24774639,13-19 Cumming Street,10034,1930,100,34.5,1292496.5,3196.1,MANHATTAN,40.866444,-73.926248,112,MANHATTAN_112
2022,24774640,1776 Castle Hill Ave,10462,1936,72,83.7,6528751.6,14047.4,BRONX,40.841922,-73.853233,210,BRONX_210
2022,24774641,3750 Bronx Blvd,10467,1936,100,15.2,656034,3971.4,BRONX,40.883668,-73.866348,212,BRONX_212
2022,24774642,945 Bergen Street,11216,1901,100,13.9,713343.6,,BROOKLYN,40.676872,-73.956017,308,BROOKLYN_308
2022,24774643,770 St Marks Avenue,11216,1929,82,73.5,5150605.3,,BROOKLYN,40.675079,-73.947859,308,BROOKLYN_308
2022,24774644,151 Kent Avenue,11249,1910,100,12.2,656687.2,687.3,BROOKLYN,40.718943,-73.962681,301,BROOKLYN_301
2022,24774649,143 Roebling Street,11211,1907,100,6.1,642206.6,,BROOKLYN,40.71436,-73.957644,301,BROOKLYN_301
2022,24774651,68 Richardson St,11211,2004,97,33.8,1100367.7,,BROOKLYN,40.718362,-73.949341,301,BROOKLYN_301
2022,24774653,587 Riverside Drive,10031,1926,41,103.7,5736532.1,5565.5,MANHATTAN,40.821537,-73.956983,109,MANHATTAN_109
2022,24774654,900 Riverside Drive,10032,1915,33,105.2,9804838.3,,MANHATTAN,40.838127,-73.946517,112,MANHATTAN_112
2022,24774656,5 Delavan Street,11231,1920,81,52.7,5990982.8,3575.2,BROOKLYN,40.678664,-74.006446,306,BROOKLYN_306
2022,24774657,450 Ninth Avenue,10018,1910,7,164.4,9035274.1,,MANHATTAN,40.754148,-73.995737,104,MANHATTAN_104
2022,24889836,13-25 Eggert Place,11691,1949,83,78.1,8162130.2,,QUEENS,40.606758,-73.759594,414,QUEENS_414
2022,24889837,13-25 Eggert Place,11691,1949,92,72.1,2510041.8,,QUEENS,40.606758,-73.759594,414,QUEENS_414
2022,24889839,23-40 Mott Avenue,11691,1949,78,80.5,2801441.2,,QUEENS,40.606342,-73.760323,414,QUEENS_414
2022,24889840,22-30 Mott Avenue,11691,1962,75,78.6,10834190.6,12434.1,QUEENS,40.605551,-73.756282,414,QUEENS_414
2022,24889841,37-68 97th Street,11368,1940,58,79,5071793.8,4064.9,QUEENS,40.750585,-73.869243,403,QUEENS_403
2022,24889843,168-42 88th Avenue,11432,1958,57,102.2,5210249.6,6279.2,QUEENS,40.709772,-73.793262,412,QUEENS_412
2022,24889844,88-44 161st Street,11432,1939,74,67.7,6491948.8,5695.7,QUEENS,40.707353,-73.800573,412,QUEENS_412
2022,24889845,168-36 88th Avenue,11432,1958,56,105.4,5371122.4,5108.8,QUEENS,40.709753,-73.79332,412,QUEENS_412
2022,24889847,88-35 Elmhurst Avenue,11373,1938,50,84.1,8358864.4,,QUEENS,40.746373,-73.877461,404,QUEENS_404
2022,24889848,42-25 Hampton Street,11373,1961,76,76.9,5621062.4,425.2,QUEENS,40.7446,-73.877479,404,QUEENS_404
2022,25160285,30-47 29th Street,11102,1916,85,88,3034343.9,1345,QUEENS,40.766529,-73.923882,401,QUEENS_401
2022,25724884,451 Clinton Ave,11238,1930,86,72.5,2141570.1,,BROOKLYN,40.684945,-73.967171,302,BROOKLYN_302
2022,25775193,5-11 Windham Loop,10314,1981,71,39.1,6892575.1,6251.6,STATEN IS,40.577988,-74.162923,502,STATEN IS_502
2022,26640207,413 East 137 Street,10454,1974,83,38.8,1202340.2,,BRONX,40.808199,-73.922798,201,BRONX_201
2022,26640210,475 East 138 St,10454,1975,82,61.5,3305048.2,,BRONX,40.808192,-73.920699,201,BRONX_201
2022,26649084,228 West 147th Street,10039,1910,36,111.5,9435669.2,,MANHATTAN,40.823629,-73.939794,110,MANHATTAN_110
2022,26649085,465 West 152nd Street,10031,1926,11,146.4,4451590.7,3973.7,MANHATTAN,40.829134,-73.943146,109,MANHATTAN_109
2022,26649086,4925 Broadway,10034,1925,1,161.4,7782472.3,,MANHATTAN,40.867498,-73.921785,112,MANHATTAN_112
2022,26649087,549 Isham Street,10034,1922,59,99.3,3594323,6137.7,MANHATTAN,40.867029,-73.919045,112,MANHATTAN_112
2022,26649088,573 Isham Street,10034,1921,46,106.4,2865378.5,4798.2,MANHATTAN,40.867993,-73.919662,112,MANHATTAN_112
2022,26680713,998 Amsterdam Ave,10025,1912,100,12,200020.8,,MANHATTAN,40.802562,-73.964176,107,MANHATTAN_107
2022,27204924,37-19 32nd Street,11101,2020,100,13.5,1308548,,QUEENS,40.754218,-73.930555,401,QUEENS_401
2022,27204932,440 West 21 Street,10011,1931,100,0.1,5510.4,,MANHATTAN,40.745722,-74.003511,104,MANHATTAN_104
2022,27204960,175 9th Ave,10011,1931,1,188.3,12608690.5,,MANHATTAN,40.74486,-74.00253,104,MANHATTAN_104
2022,27204965,440 West 21 Street,10011,1931,17,94.2,12614200.9,3189.6,MANHATTAN,40.745722,-74.003511,104,MANHATTAN_104
2022,27827756,2733 E 12 Street,11235,2021,100,5,257131.7,,BROOKLYN,40.58431,-73.957438,315,BROOKLYN_315
2022,28115040,326 East 201 Street,10458,1930,98,51.1,1459936.9,,BRONX,40.87033,-73.883108,207,BRONX_207
2022,28524155,336 East 31 Street,11226,1931,100,29.9,829782.6,3918.9,BROOKLYN,40.642369,-73.947701,317,BROOKLYN_317
2022,28524291,3214 Beverly Road,11226,1928,97,38,976347.5,2238.2,BROOKLYN,40.645259,-73.946812,317,BROOKLYN_317
2022,2946930,777 Fox Street,10455,1920,52,92.3,5651730.6,7469.5,BRONX,40.816158,-73.897723,202,BRONX_202
2022,2946946,1421-1425 Grand Concourse,10452,1916,63,91.4,5483492.5,,BRONX,40.839238,-73.913477,204,BRONX_204
2022,6041009,621 East 9th Street,10009,1900,69,86.3,3784984.4,2553.1,MANHATTAN,40.725903,-73.979414,103,MANHATTAN_103
2022,6041140,355 East 10th Street,10009,1920,50,100.7,3878509.4,3224.9,MANHATTAN,40.726619,-73.979291,103,MANHATTAN_103
2022,6041144,384 East 10th Street,10009,1900,65,88.2,4391876.4,2838.9,MANHATTAN,40.726152,-73.978216,103,MANHATTAN_103
2022,6041148,610 East 11th Street,10009,1900,30,121.9,3749388,1689.1,MANHATTAN,40.727231,-73.97893,103,MANHATTAN_103
2022,6041167,647 Fox Street,10455,1911,28,106,3437704.6,3597.4,BRONX,40.813987,-73.90083,202,BRONX_202
2022,6041173,1403 Grand Concourse,10452,1916,100,18.8,600443.7,162.3,BRONX,40.838963,-73.913637,204,BRONX_204
2022,6041177,1411 Grand Concourse,10452,1916,1,283.4,9369909.1,7788.8,BRONX,40.839087,-73.913564,204,BRONX_204
2022,6041182,1417 Grand Concourse,10452,1916,100,18.8,629169.2,,BRONX,40.839177,-73.913513,204,BRONX_204
2022,6825850,934 East 181st Street,10460,1915,69,93.3,3171101.6,3634.5,BRONX,40.845096,-73.880543,206,BRONX_206
2022,6826901,924 East 181st Street,10460,1915,13,135.4,4144061,,BRONX,40.845228,-73.880785,206,BRONX_206
2022,6826911,2103 Vyse Avenue,10460,1915,7,138.7,7505039.1,7917.4,BRONX,40.844069,-73.880332,206,BRONX_206
2022,6826919,966 East 181st Street,10460,1915,42,102,4589465.3,3053.4,BRONX,40.844551,-73.879539,206,BRONX_206
2022,6826934,2134 Vyse Avenue,10460,1915,49,109.2,4771643.2,3570.2,BRONX,40.844798,-73.879644,206,BRONX_206
2022,6827113,2131 Vyse Avenue,10460,1915,65,105,2802192.6,2909.9,BRONX,40.844782,-73.879683,206,BRONX_206
2022,2610348,2111 ALBEMARLE RD,11226,1939,80,62.7,8139469.7,8185.2,BROOKLYN,40.647419,-73.958977,314,BROOKLYN_314
2022,2661065,209 AVENUE P,11204,1931,69,82.9,6462852.6,4257.2,BROOKLYN,40.60802,-73.980293,311,BROOKLYN_311
2022,2771693,49 CLARKSON AVENUE,11226,1926,93,58.8,2950604.5,2584.8,BROOKLYN,40.654947,-73.958071,309,BROOKLYN_309
2022,2771694,5609 15th Ave,11219,1931,86,69.9,4717342.2,,BROOKLYN,40.628325,-73.991905,312,BROOKLYN_312
2022,2771695,740 EMPIRE BLVD,11213,1920,56,77.5,7451767.2,8340.8,BROOKLYN,40.663785,-73.937866,309,BROOKLYN_309
2022,2771697,8904 148TH STREET,11435,1929,69,80.9,5501877.5,5723.4,QUEENS,40.703983,-73.807519,412,QUEENS_412
2022,2771702,1045 St Johns Pl,11213,1910,86,64.2,9574922.3,2681,BROOKLYN,40.671272,-73.943479,308,BROOKLYN_308
2022,2771706,277 ROCKAWAY PKWY,11212,1952,87,66.6,5284126.7,6409.3,BROOKLYN,40.660326,-73.919227,317,BROOKLYN_317
2022,2771717,280 CROWN ST,11225,1927,74,72.1,4464378.8,,BROOKLYN,40.666291,-73.951046,309,BROOKLYN_309
2022,2771722,947 MONTGOMERY ST,11213,1924,83,62.7,7217525.8,7454.7,BROOKLYN,40.664446,-73.933262,309,BROOKLYN_309
2022,2771723,1004 Montgomery Street,11213,1928,70,74.7,5790370.3,7472.3,BROOKLYN,40.664313,-73.931218,309,BROOKLYN_309
2022,2771730,1010 LINCOLN PLACE,11213,1925,93,58.9,8220495.8,12392.4,BROOKLYN,40.670397,-73.94318,308,BROOKLYN_308
2022,2771732,1245 EASTERN PARKWAY,11213,1924,99,43.7,4182486.1,9797.2,BROOKLYN,40.66859,-73.927072,308,BROOKLYN_308
2022,2771735,332 ROGERS AVE,11225,1927,85,68.4,6447350.3,,BROOKLYN,40.665153,-73.953735,309,BROOKLYN_309
2022,2771736,320 EMPIRE BLVD,11225,1928,87,67.5,5464037.6,6895.8,BROOKLYN,40.663846,-73.951826,309,BROOKLYN_309
2022,2813826,1760 Union St,11213,1930,87,66.2,4366860.7,2560.2,BROOKLYN,40.667727,-73.929625,309,BROOKLYN_309
2022,2813828,1777 Ocean Pkwy,11223,1926,84,64,5040075.9,5947.6,BROOKLYN,40.605357,-73.966889,315,BROOKLYN_315
2022,2813831,57 Lincoln Rd,11225,1925,68,71.9,6004715.9,3476.8,BROOKLYN,40.660995,-73.960122,309,BROOKLYN_309
2022,2813832,9302 Kings Hwy,11212,1928,78,71.9,4732820.1,848.7,BROOKLYN,40.65725,-73.921026,317,BROOKLYN_317
2022,2813846,40 WOODRUFF AVE,11226,1940,80,67.1,5100371.4,,BROOKLYN,40.652935,-73.964624,314,BROOKLYN_314
2022,2813849,961 EASTERN PKWY,11213,1925,56,89.3,7995476.7,9270.7,BROOKLYN,40.669081,-73.936145,308,BROOKLYN_308
2022,2814352,300 LINDEN BLVD,11226,1949,72,78.2,5173708.3,,BROOKLYN,40.65272,-73.948158,317,BROOKLYN_317
2022,2955034,325 E176th Street,10457,1939,60,82.6,5018197.5,5269.3,BRONX,40.847502,-73.903169,205,BRONX_205
2022,3114887,363 New York Ave,11213,1922,78,71.4,4459554.7,6693.2,BROOKLYN,40.666965,-73.947981,309,BROOKLYN_309
2022,3114991,37 Payson Ave.,10034,1925,53,76.4,5209437.8,,MANHATTAN,40.86695,-73.928417,112,MANHATTAN_112
2022,3128533,181 CLARKSON AVE,11226,1926,87,68.2,4234827.6,6027.8,BROOKLYN,40.655193,-73.954023,309,BROOKLYN_309
2022,3857506,2 Stoddard Place,11225,1937,66,72.6,5236846.7,,BROOKLYN,40.665478,-73.955938,309,BROOKLYN_309
2022,6576911,1045 St Johns Pl,11213,1910,100,3,225500,,BROOKLYN,40.671272,-73.943479,308,BROOKLYN_308
2022,6576912,1025 St Johns Pl,11213,1910,19,117.6,8681550.5,560.5,BROOKLYN,40.671297,-73.943937,308,BROOKLYN_308
2022,6618555,545 West 148 Street,10031,1920,92,54.6,2348989.7,,MANHATTAN,40.827698,-73.947472,109,MANHATTAN_109
2022,6620701,515 West 111 Street,10025,1925,56,88.1,2503368.4,2063.4,MANHATTAN,40.804028,-73.964302,109,MANHATTAN_109
2022,2661620,2387 Ocean Avenue,11229,1939,73,75,5353986.2,3386.1,BROOKLYN,40.603244,-73.952133,315,BROOKLYN_315
2022,2661774,2285 Ocean Avenue,11229,1937,79,73.8,7130113.6,5201.7,BROOKLYN,40.60572,-73.952595,315,BROOKLYN_315
2022,2661781,1755 Ocean Parkway,11223,1926,48,97.2,9818083.5,7047.5,BROOKLYN,40.605912,-73.966997,315,BROOKLYN_315
2022,2661787,1270 East 19th Street,11230,1931,87,63.1,6156817.2,6295.9,BROOKLYN,40.619533,-73.956458,314,BROOKLYN_314
2022,2661789,1280 East 12th Street,11230,1938,72,79.6,5211006,3670.7,BROOKLYN,40.618221,-73.962924,314,BROOKLYN_314
2022,2661793,130 Avenue P,11204,1932,83,70.9,6554427.8,5280.5,BROOKLYN,40.607672,-73.983336,311,BROOKLYN_311
2022,2661804,2134 Homecrest Ave,11229,1928,77,73.8,5555185.2,3391.7,BROOKLYN,40.597691,-73.959036,315,BROOKLYN_315
2022,2661807,2245 E. 19th Street,11229,1941,84,63.9,5367120.3,2577.8,BROOKLYN,40.59588,-73.951954,315,BROOKLYN_315
